학과명,대계열
도시정보공학과,자연
도시정보지적공학과,자연
도시지적공학과,자연
도시지적공학전공,자연
도시토목공학계열,자연
도시환경건설공학과군,자연
도시환경공학부,자연
도시ㆍ교통공학전공,자연
도시정보지적공학전공,자연
지역시스템공학전공,자연
산림과학・지역건설공학부,자연
환경·도시공학과,자연
도시계획전공,자연
도시환경공학과,자연
도시정보공학전공,자연
도시환경디자인전공,자연
u-CITY건설공학과,자연
도시토목환경학과,자연
도시・교통공학과,자연
건축도시공학부(도시공학전공),자연
도시설계전공,자연
도시건설공학전공,자연
도시・환경공학과,자연
도시·환경공학전공,자연
도시건축공학과,자연
도시시설관리공학과,자연
도시·교통공학전공,자연
도시공간디자인학과,자연
건설·도시공학부 도시공학전공,자연
건설환경도시공학부,자연
건설융합학부 도시공학전공,자연
도시부동산공학과,자연
도시부동산학,자연
도시・환경・화학공학과,자연
도시・교통공학전공,자연
도시디자인정보공학과,자연
드론교통공학과,자연
도시공학-국제도시개발학 전공,자연
도시공학-도시부동산기획경영학 전공,자연
디지털건축도시공학과,자연
도시환경바이오공학부,자연
도시·조경학부(도시계획공학전공),자연
스마트시티공학부,자연
융합전공 스마트도시・데이터사이언스전공,자연
건축도시토목공학부(도시공학전공),자연
융합전공학부 도시공학-도시부동산기획경영학 전공,자연
융합전공학부 도시공학-국제도시개발학 전공,자연
도시건설공학과,자연
드론교통공학전공,자연
사회안전시스템공학부,자연
웰빙귀농조경학과,예체능
생태조경학과,예체능
환경조경과,예체능
환경조경ㆍ식물산업학부,예체능
환경조경전공,예체능
환경조경학과,예체능
환경조경학전공,예체능
부동산환경조경학부,예체능
조경・지역시스템공학부,예체능
부동산·환경조경학부,예체능
이공대학 환경조경학과,예체능
과학기술바이오대학 환경조경학전공,예체능
환경조경디자인학전공,예체능
NGO환경조경학과,예체능
환경조경디자인학과,예체능
환경자원학부(환경조경디자인학전공),예체능
생태조경디자인학과,예체능
생태조경학전공,예체능
건축디자인전공,인문
건축디자인학전공,인문
환경디자인공학부,인문
환경디자인과,인문
환경디자인전공,인문
환경디자인학과,인문
환경디자인학전공,인문
건축디자인학과,인문
도시조경·건축디자인전공,인문
도시환경디자인학과,인문
도시공간조형전공,인문
도시환경미술학과,인문
건축·토목·환경계열학과군,자연
건축도시토목공학계열,자연
건축도시토목환경공학부,자연
건축설비학과,자연
건축설비학전공,자연
건축조경및토목공학부,자연
건축조경토목공학부,자연
건축컴퓨터공학과군,자연
건축토목공학과군,자연
건축토목도시공학부,자연
건축토목환경공학과군,자연
건축토목환경공학부,자연
건축환경토목공학과군,자연
건축사회환경시스템공학부,자연
토목ㆍ건축대학,자연
건설토목환경공학과,자연
건축설비시스템공학과,자연
건설환경공학부(건축공학전공),자연
건축토목공학부 건축공학전공,자연
환경설비공학과,자연
건축・도시・토목환경공학부,자연
건설학부,자연
건축설비소방학과,자연
건축・토목공학부 건축공학전공,자연
건축·토목공학부,자연
"건축도시환경공학부(건축시스템공학전공, 건축디자인전공, 도시환경공학전공)",자연
건축도시환경공학부 건축디자인전공,자연
건축・건설시스템공학부,자연
건축・토목학과,자연
설비공학과,자연
건설환경플랜트공학과,자연
건설기술학,자연
건설환경공과대학 계열,자연
플랜트건설공학전공,자연
건축도시토목공학부,자연
건축・해양건설융합공학부,자연
건설환경도시교통공학부,자연
휴먼건축공학부,자연
건축도시시스템공학전공,자연
건축・토목공학과(건축공학심화트랙),자연
건설환경에너지공학부,자연
건설환경계열,자연
부동산건설학부,자연
건축환경설비공학과,자연
건축·토목·환경공학부,자연
융합건설시스템학과,자연
건설・응용화학공학계열,자연
건설·환경·화학공학과군,자연
건설계열,자연
건설계열학과군,자연
건설공학계열,자연
건설공학과,자연
건설공학과군,자연
건설공학군,자연
건설공학부,자연
건설교통공학계열,자연
건설교통공학부,자연
건설도시공학과,자연
건설도시공학부,자연
건설도시환경공학부,자연
건설시스템공학과,자연
건설시스템공학부,자연
건설정보공학과,자연
건설지구환경공학부,자연
건설환경건설공학부,자연
건설환경건축공학부,자연
건설환경공학과,자연
건설환경공학부,자연
건설환경시스템공학부,자연
구조공학과,자연
구조및지반전공,자연
구조시스템공학과,자연
구조시스템공학전공,자연
농업토목공학과,자연
농업토목공학전공,자연
농업토목전공,자연
도시수도시스템,자연
산업환경시스템공학부,자연
산업환경시스템학부,자연
지역건설환경공학전공,자연
측지공학과,자연
토목·건축·도시정보공학과군,자연
토목·건축·환경공학부,자연
토목건축공학과,자연
토목건축공학부,자연
토목건축측지공학과군,자연
토목건축환경공학과군,자연
토목공학과,자연
토목공학부,자연
토목공학전공,자연
토목도시공학부,자연
토목도시환경공학부,자연
토목및지리정보공학부,자연
토목시스템공학과,자연
토목신소재산업화학공학과군,자연
토목조경학부,자연
토목조선해양공학과군,자연
토목지구시스템신소재산업화학공학과군,자연
토목해양공학부,자연
토목환경건축공학과,자연
토목환경공학계열,자연
토목환경공학과,자연
토목환경공학과군,자연
토목환경공학부,자연
토목환경공학전공,자연
토목환경도시공학부,자연
토목환경산업공학부,자연
토목환경시스템,자연
토목환경시스템공학과,자연
토목환경시스템공학부,자연
토목환경전공,자연
토목환경조경학과군,자연
토목환경지구정보공학부,자연
환경토목,자연
환경건설교통공학부,자연
건설공학전공,자연
건설정보공학부,자연
건설학과,자연
지역건설공학과,자연
지역환경토목전공,자연
토목ㆍ도시디자인학부,자연
건설정보시스템전공,자연
건설컨설팅전공,자연
도시시스템공학과,자연
건설환경시스템공학전공,자연
건설환경공학과군,자연
철도건설환경공학과,자연
토목·환경학부,자연
철도토목학과,자연
지역건설ㆍ바이오시스템공학과군,자연
토목환경도시공학과,자연
건설환경공학부(토목공학전공),자연
지역건설공학전공,자연
건설·환경공학부,자연
토목시공전공,자연
신소재・안전공학과군,자연
건설환경ㆍ철도공학과,자연
지역환경기반공학과,자연
지반설계정보공학과,자연
환경조경토목공학부,자연
건축토목공학부 토목환경공학전공,자연
토목교통학부,자연
토목환경공학전공/토목,자연
건축토목환경공학부 토목환경공학전공,자연
건설행정전공,자연
건축·토목시스템공학부,자연
산업토목학과,자연
토목환경・도시공학부,자연
공학대학 토목공학과,자연
철도행정토목학과,자연
한중건축토목환경공학부,자연
토목・환경공학부,자연
도시시스템공학전공,자연
건설환경·철도공학전공,자연
토목시스템공학전공,자연
지역건설공학,자연
건설공학군 건설시스템공학과,자연
산업신소재안전공학계열,자연
건설시스템공학전공,자연
건설・환경공학부,자연
토목・환경공학과군,자연
건축・토목・환경공학과군,자연
토목설계학전공,자연
건설공학부 토목공학전공,자연
건설공학부 구조공학전공,자연
웰빙복지대학 건축·토목설계학부,자연
지역건설 ・ 생물산업공학부,자연
토목환경공학과(이공대학),자연
한국목조건축학전공,자연
토목환경공학전공/건축토목환경공학부,자연
토목·환경시스템공학부,자연
건축・토목공학부 토목공학전공,자연
토목환경공학과(과학기술대학),자연
건설환경공학전공,자연
토목산업공학과,자연
사회환경시스템공학부 토목공학전공,자연
건설및환경공학과,자연
"건축토목공학부(건축공학전공,토목공학전공)",자연
건축.토목설계학부,자연
지역환경토목학과,자연
생물자원시스템공학부(지역건설공학전공),자연
토목건축환경공학부,자연
토목・도시디자인학부,자연
생물자원시스템공학부(지역기반건설공학전공),자연
철도건설시스템학과,자연
사회기반시스템공학부(건설시스템공학전공),자연
사회기반시스템공학부(도시시스템공학전공),자연
토목환경공학부(토목공학전공),자연
토목환경공학부(환경공학전공),자연
건설환경관리공학과,자연
토목 ・ 환경공학과군,자연
건설관리학과,자연
토목안전환경공학과,자연
철도시설공학과,자연
건설시스템디자인공학과,자연
토목공학과(자연과학계열),자연
사회기반시스템공학부(건설환경플랜트공학전공),자연
토목디자인전공,자연
건축・토목디자인학부,자연
건설·도시공학부 토목공학전공,자연
농업토목.생물산업공학부 농업토목공학전공,자연
지역환경기반공학전공,자연
건설융합학부 토목공학전공,자연
토목환경화공융합공학부,자연
건설플랜트공학과,자연
해외건설플랜트학과,자연
철도건설시스템학부,자연
사회환경디자인공학부,자연
건축토목공학과 토목공학트랙,자연
사회환경플랜트공학과,자연
인간환경융합공학부 토목공학과,자연
인프라시스템공학과,자연
철도건설안전공학과,자연
토목건설학과,자연
건축토목공학과(토목공학트랙),자연
건설환경융합공학과,자연
농어촌수자원관리학과,자연
재난안전시스템학과,자연
공항토목전공,자연
철도인프라시스템공학전공,자연
건축・토목공학과(토목공학트랙),자연
토목・건축공학부,자연
토목・환경공학전공,자연
건설환경공학,자연
휴먼환경디자인학부,자연
토목/환경/자원․에너지공학부(토목공학전공),자연
토목/환경/자원.에너지공학부,자연
건축도시토목공학부(토목공학전공),자연
융합공학부(건설환경융합전공),자연
해양미래도시융합전공,자연
스마트건설공학과,자연
토목방재공학과,자연
건축소방안전학과,자연
지역건설공학과 농촌관광개발전공,예체능
국제농업개발학과,예체능
국제축산개발학과,예체능
낙농공학과,예체능
낙농공학전공,예체능
낙농과학과,예체능
낙농자원식품학과,예체능
낙농학과,예체능
낙농학전공,예체능
농가정학과,예체능
농공학과,예체능
농공학부,예체능
농공학전공,예체능
농업공학과군,예체능
농업공학부,예체능
농업시스템공학부,예체능
농촌공학과,예체능
농학1군,예체능
농학2군,예체능
농학3군,예체능
농학과,예체능
농학연초학과군,예체능
농학전공,예체능
사료생산공학・축산가공학・농업자원경제학과군,예체능
사료생산공학·축산가공학과,예체능
사료생산공학과,예체능
사료생산공학ㆍ축산식품과학ㆍ농업자원경제학과군,예체능
사료영양학과,예체능
연초학과,예체능
연초학전공,예체능
작물생산과학전공,예체능
축산·식품생명과학부,예체능
축산가공학과,예체능
축산가공학전공,예체능
축산과학부,예체능
축산농화학식품공학과군,예체능
축산식품생물공학전공,예체능
축산학과,예체능
축산학부,예체능
축산학전공,예체능
환경농업과학부,예체능
농생명과학계열,예체능
사료생산공학.축산식품과학과군,예체능
낙농산업과학전공,예체능
바이오시스템공학과,예체능
작물생산공학전공,예체능
지역기반건설공학전공,예체능
생명과학대학 생명공학전공,예체능
축산식품과학과,예체능
식물생명과학부 농학전공,예체능
응용생물화학부 농화학전공,예체능
동물생명과학대학 사료생산공학과,예체능
낙농생명과학전공,예체능
낙농생명과학전공,예체능
작물과학전공,예체능
농생명과학계열1,예체능
농생명과학계열2,예체능
생물자원과학부(작물생산공학전공),예체능
농학 ・한약자원학부(농학전공),예체능
축산BT학부,예체능
농산업학과,예체능
축산BT학부(축산공학전공),예체능
축산BT학부(축산학전공),예체능
동물낙농생명과학전공,예체능
동물·낙농생명과학전공,예체능
축산공학과,예체능
축산식품공학과,예체능
농생명과학과,예체능
동물응용과학부(축산식품과학전공),예체능
동물자원과학부(축산과학전공),예체능
도시농업학과,예체능
농생명산업학과,예체능
동물자원과학부 (사료생산과학전공),예체능
시설농업학과,예체능
동물자원과학부 사료생산과학전공,예체능
축산생명공학과,예체능
"농업토목.생물산업공학부(농업토목공학전공,생물산업기계공학전공)",예체능
축산과학전공,예체능
사료생산과학전공,예체능
축산식품과학전공,예체능
애그로시스템공학부,예체능
축산생명학과,예체능
6차산업전공,예체능
식품생명·축산과학부,예체능
식품생명·축산과학부 축산학전공,예체능
친환경바이오융합학과(한약자원트랙),예체능
식량자원과학과,예체능
생명공학부 동물생명공학전공,예체능
ICT경영스마트농업공학전공,예체능
말산업융합학과,예체능
6차산업학과,예체능
산업동물학과,예체능
웰빙귀농학과,예체능
스마트농업공학전공,예체능
미래농업융합학부,예체능
농업시스템학과,예체능
응용자원환경학부,예체능
동물생명융합학부,예체능
농생명ICT학과,예체능
생명환경학부(원예학전공),예체능
원예산업학부,예체능
원예산림학과,예체능
원예·농업자원경제학부,예체능
말/특수동물학과,예체능
식량자원식품가공학부,예체능
식량자원학과,예체능
식량자원학부,예체능
식량자원학전공,예체능
식물자원·연초학군,예체능
식물자원개발과,예체능
식물자원과학부,예체능
식물자원과학전공,예체능
식물자원ㆍ연초학과군,예체능
식물자원원예학과군,예체능
식물자원학과,예체능
식물자원학부,예체능
식물자원학전공,예체능
식물자원환경학부,예체능
식품자원경제학전공,예체능
식물자원응용공학전공,예체능
식물자원ㆍ특용식물학과군,예체능
식물자원환경전공,예체능
식물자원과학전공,예체능
식품약재학부,예체능
식량생명공학과,예체능
식품약재학과,예체능
식물자원응용공학과,예체능
식물자원학과(2),예체능
식물자원학과(야간),예체능
식물생산과학부(생명자원학전공),예체능
식물생산과학부(자원식물개발학전공),예체능
식물자원응용과학전공,예체능
마산업학과,인문
정원문화산업학과,자연
산업인력개발학전공,자연
관상원예학과,예체능
관상원예학전공,예체능
식량원예과학과,예체능
식량원예과학전공,예체능
원예과학과,예체능
원예과학부,예체능
원예과학전공,예체능
원예및식물유전공학전공,예체능
원예식물생명공학전공,예체능
원예식품가공학전공군,예체능
원예육종학과,예체능
원예육종학전공,예체능
원예전공,예체능
원예조경삼림자원학부,예체능
원예조경학부,예체능
원예학과,예체능
원예학전공,예체능
원예환경조경학과군,예체능
원예환경학부,예체능
임산공학과,예체능
화훼원예과,예체능
화훼원예학전공,예체능
화훼학과,예체능
화훼학전공,예체능
환경원예디자인학전공,예체능
환경원예조경학부,예체능
환경원예학과,예체능
환경원예학전공,예체능
원예생명공학전공,예체능
원예ㆍ애완동식물학부,예체능
플라워디자인학과,예체능
화훼원예학과,예체능
원예환경전공,예체능
플라워이벤트학전공,예체능
원예·조경학부(원예학전공),예체능
환경원예디자인학과,예체능
원예생명전공,예체능
관상원예조경학부,예체능
플라워디자인과,예체능
도시원예학전공,예체능
플라워디자인학전공,예체능
환경원예디자인학부,예체능
이공대학 환경원예디자인학전공,예체능
식물생명과학부 원예학전공,예체능
과학기술바이오대학 원예조경학부,예체능
과학기술바이오대학 원예학전공,예체능
친환경식물학부 원예.조경전공,예체능
환경원예학전공,예체능
원예조경학전공,예체능
원예조경학전공,예체능
원예·조경학부,예체능
사회원예학전공,예체능
원예.식물의학부(생명산업),예체능
친환경식물학부 원예조경전공,예체능
원예생명과학과,예체능
원예생명공학과,예체능
생물자원과학부(원예학전공),예체능
원예.식물의학부,예체능
원예생명조경학과,예체능
생물환경과학부 환경원예학전공,예체능
원예.식물의학부(원예학전공),예체능
원예.식물의학부(식물의학전공),예체능
원예힐링전공,예체능
원예산업학과,예체능
환경디자인원예학과,예체능
원예·시스템공학부,예체능
응용생명공학부 원예과학전공,예체능
친환경바이오융합학과(원예생명과학트랙),예체능
산림자원・조경학부(산림자원전공),예체능
원예・생약융합학부,예체능
친환경식물학부 원예조경학전공,예체능
환경원예조경학부 환경원예학전공,예체능
화예장식학과,예체능
원예자원과,예체능
원예.자원생물환경화학과군,예체능
화예디자인학과,인문
플라워조경디자인학과,인문
산림경영・조경학부,예체능
산림과학과,예체능
산림과학부,예체능
산림과학전공,예체능
산림환경과학전공,예체능
삼림과학대학,예체능
생명환경디자인전공,예체능
임산공학전공,예체능
임산학과,예체능
임학・임산공학과군,예체능
임학과,예체능
임학전공,예체능
환경임산자원학부,예체능
환경임산학전공,예체능
산림학전공,예체능
산림학과,예체능
목재응용과학전공,예체능
산림환경학전공,예체능
생명환경디자인학부,예체능
환경산림과학부,예체능
환경임산공학전공,예체능
바이오산업학과,예체능
이공대학 환경임산학전공,예체능
산림경영학전공,예체능
목재・종이과학과,예체능
목재응용과학과,예체능
산림과학부(목재응용과학전공),예체능
산림경영학과,예체능
산림환경보호학과,예체능
바이오산업학부,예체능
산림비즈니스학과,예체능
산림과학.조경학부 임산공학전공,예체능
산림과학.조경학부 임학전공,예체능
산림환경보호학전공,예체능
농업식물과학과,예체능
"산림과학.조경학부(임학전공,임산공학전공,조경학전공)",예체능
산림자원및조경학과,예체능
산림응용공학부,예체능
농생명산업학전공,예체능
산림자원전공,예체능
생명자원산업학과,예체능
시설농업학전공,예체능
식물자원환경화학부,예체능
식물자원환경화학부 식물자원학전공,예체능
응용생명공학부 식물의학전공,예체능
응용생명공학부 특용식물학전공,예체능
산림자원조경학과군,예체능
산림자원조경학부,예체능
산림자원학과,예체능
산림자원학부,예체능
산림자원학전공,예체능
산림자원환경학과,예체능
산림자원환경학전공,예체능
산림환경자원학전공,예체능
삼림자원보호학과,예체능
산림환경자원학과,예체능
산림자원보호학전공,예체능
산림자원조성학전공,예체능
산림자원.조경학부(생명산업),예체능
산림과학부(산림자원학전공),예체능
산림자원.조경학부,예체능
산림자원개발전공,예체능
산림자원보호전공,예체능
산림자원생산전공,예체능
수산가공학과,예체능
수산가공학전공,예체능
수산공학과,예체능
양식공학전공,예체능
양식학과,예체능
양식학전공,예체능
어병학과,예체능
어업학과,예체능
증식학과,예체능
해양생산과학부,예체능
해양생산관리학과,예체능
해양생산학·기관공학부,예체능
해양생산학과,예체능
해양생산학과군,예체능
양식생물학전공,예체능
해양생산과학전공,예체능
해양생산학전공,예체능
해양생산관리학전공,예체능
해양생산관리학전공,예체능
증식학전공,예체능
친환경바이오융합학과(해양수산자원트랙),예체능
해양바이오산업학과,예체능
해양생명응용과학부(해양생명의학전공),예체능
해양산업·운송과학기술학부(해양생산시스템전공),예체능
양식생물학과,예체능
해양생명과학과,예체능
수산생물양식학전공,예체능
수산자원개발학과,예체능
수산자원생물학전공,예체능
수자원및환경전공,예체능
해양자원과,예체능
해양자원육성학과,예체능
해양자원전공,예체능
해양자원학과,예체능
해양수산자원전공,예체능
해양심층수학과,예체능
해양식량공학전공,예체능
해양자원육성전공,예체능
해양생명공학부(해양식량공학전공),예체능
해양생명공학부(해양자원육성전공),예체능
해양수산자원학과,예체능
해양심층수융복합학과,예체능
해양산업융합학과,예체능
애완산업학부,예체능
동물공학과,예체능
수의예과,예체능
수의학과,예체능
수의학부,예체능
수의학전공,예체능
응용동물과학과,예체능
응용동물과학부,예체능
응용동물학과,예체능
특수동물학과,예체능
애완동물과,예체능
애완동물학전공,예체능
동물자원과학대학 수의학과,예체능
동물과학부,예체능
수의학과(생명자원과학대학),예체능
동물생명자원과학,예체능
동물생명자원과학과,예체능
애완동물학과,예체능
동물생명자원학부 동물생명공학전공,예체능
애완동식물학과,예체능
애완동식물보호학과,예체능
반려동물학과,예체능
반추동물과학전공,예체능
동물응용과학부,예체능
반려동물산업학과,예체능
동물보건복지학과,예체능
식의약・원예・해양자원학부,예체능
글로벌헬스케어경영학과,공학
보건복지자율전공,공학
보건복지대학자율전공,공학
의약과학과,예체능
기초교양대학(의약),예체능
교양학부(의학계열),의약
의예과(자연과학),의약
의예과(자연계열),의약
미래교육원(의학),의약
자유교양대학(의학계열),의약
가정보건계열,의약
보건과학과,의약
보건과학부,의약
보건관리학과,의약
보건관리학전공,의약
보건위생학과,의약
보건위생학전공,의약
보건의료학부,의약
보건학과군,의약
보건환경의공학부,의약
보건환경학과,의약
보건환경학부,의약
환경보건학과,의약
보건기술전공,의약
보건관리전공,의약
생활보건학부,의약
보건의료전공,의약
보건과학부(보건환경학전공),의약
보건의과학과,의약
보건의료관리학과,의약
보건환경시스템학과,의약
보건의료계열,의약
보건환경과학부,의약
보건환경학전공,의약
보건환경위생학과,의약
"보건한약,환경학부",의약
보건의료공학과,의약
보건교육사전공,의약
보건건강관리학과,의약
Bio융합전공,의약
보건관리학부,의약
보건건강관리학과(보건건강관리전공),의약
보건과학대학,의약
보건의료관광학과,의약
보건과학계열,의약
스마트헬스케어전공,의약
융합보건학과,의약
치위생과,의약
치위생학과,의약
치의,의약
치의예과,의약
치의학과,의약
치의학부,의약
치의학전공,의약
심미수복치의학과,의약
구강악안면임프란트학과,의약
임상치과교정학과,의약
치의학과(자연계열),의약
기초의치과학전공,의약
학석사통합과정(치의학과),의약
치과대학,의약
치의예과(자연과학),의약
치의예과(자연계열),의약
치위생관리학과,의약
치위생학과,의약
치기공과,의약
치기공학과,의약
의학과(자연계열),예체능
기초의약과학과,예체능
기초의과학과,예체능
의과대학,의약
의예과,의약
의학과,의약
의학부,의약
의학전공,의약
기초의과학부,의약
동서의과학부,의약
인재개발원(의학계열),의약
동서의과학전공,의약
동서의과학과,의약
글로벌의과학과,의약
기초의학전공,의약
의학부(의예),의약
의학부(의학),의약
의학부(본과),의약
의학부(예과),의약
의・치의학예비전공,의약
의학과(본과),의약
의학과(예과),의약
융합의과학과,의약
교양학부(의약계열),의약
계당교양교육원(의학),의약
수족병리학과,의약
보건의료정보관리전공,공학
간호과학과,의약
간호과학부,의약
간호보건학부,의약
간호학과,의약
간호학부,의약
간호학전공,의약
감염관리간호전공,의약
간호학부(특별과정),의약
간호전공,의약
간호대학,의약
의과대학 간호학과,의약
의료생명대학 간호학과,의약
간호과학전공,의약
간호학과(이공대학),의약
간호학과(한의과대학),의약
간호학과,의약
간호학과(특별과정),의약
간호학(야간),의약
간호학과(자연과학계열),의약
간호학전공(야간),의약
교양대학(의약),의약
글로벌건강간호학전공,의약
간호학과(4년제),의약
간호학부(간호학전공),의약
간호학과(야간),의약
간호복지학부,의약
간호학부 간호학과,의약
보건학과,의약
산업보건간호학과,의약
임상간호학과,의약
화학환경보건(보건학과)군,의약
환경산업안전보건학과,의약
이공대학 환경보건학과,의약
임상보건과학부,의약
임상의과학과,의약
의료보건학부,의약
안경광학과,자연
안경광학전공,자연
의공학전공,자연
의료공학부,자연
의용메카트로닉스전공 트랙,자연
임상의학통계전공,예체능
방사선과,의약
방사선학과,의약
보건학부,의약
임상병리학과,의약
임상의약학과,의약
CRO임상시험학과,의약
헬스케어학과,의약
동서의료공학과,의약
의공학과,의약
의공학부,의약
의료공학과,의약
의료보장구학과,의약
의료생체공학과,의약
의료시스템공학부,의약
의료정보공학전공,의약
의료정보시스템과,의약
의용공학과,의약
의용공학전공,의약
의용생체공학부,의약
의용전자공학과,의약
의용전자공학전공,의약
의학공학부,의약
전문응급구조학전공,의약
초음파의과학과,의약
의료기기학과,의약
의료정보학과,의약
의용메카트로닉스전공,의약
생체의용화학공학과,의약
의료정보학전공,의약
응급구조학과,의약
전자의용공학부,의약
의지보조기학과,의약
전문응급구조학과,의약
병원의료공학과,의약
의공의료정보학과,의약
의료IT공학과,의약
의생명학전공,의약
보건의료기기학전공,의약
첨단의료기학과,의약
의료정보공학과,의약
의료공학과(계약학과),의약
의료과학과,의약
의료시스템전공,의약
의약공학과,의약
Bio-health Engineering,의약
의료신소재학과,의약
생명의료정보학과,의약
보건의료시스템학과,의약
바이오의공학부,의약
의료기기융합전공,의약
의공학과(공학계열),의약
의료공학전공,의약
의용생체공학과,의약
의용공학부,의약
바이오메디컬공학전공,의약
보건의료공학전공,의약
의용메카트로닉스공학과,의약
의료IT공학전공,의약
의료IT융합전공,의약
휴먼기계바이오공학부,의약
의학공학전공,의약
바이오융합공학전공,의약
의료시스템공학전공,의약
의료IT학과,의약
의공학IT융합전공,의약
스마트헬스케어공학전공,의약
재활융합기술학과,의약
특수치료학과,교육
특수상담치료학과,교육
재활복지학,공학
재활복지학전공,공학
재활복지학과,공학
약물재활복지학과,공학
복지재활학부,공학
재활복지전공,공학
중독재활복지학과,공학
재활자립학부,공학
재활상담학과,공학
재활자립학과,공학
언어치료전공,공학
스포츠・재활복지학부(재활복지전공),공학
"휴먼재활학부(인간재활학전공,수어통역교육전공)",공학
언어병리학전공,사회
언어청각학부,사회
언어치료청각학과,사회
언어치료학과,사회
언어치료학전공,사회
언어청각치료학과,사회
웰빙복지대학 치료특수교육과,사회
언어치료학부,사회
언어심리치료학부,사회
생명과학식품영양학계열,예체능
건강관리학전공,예체능
힐링산업학부,예체능
건강자원학부,예체능
스포츠건강의학과,예체능
식품공학영양학부,예체능
식품생명영양학부,예체능
식품영양학과,예체능
식품영양학부,예체능
식품영양학전공,예체능
영양학과,예체능
영양학전공,예체능
한방식품영양학과,예체능
식품조리ㆍ영양학전공,예체능
응용식품ㆍ영양학부,예체능
식품조리영양학부,예체능
한방식품영양학전공,예체능
생활과학군 식품영양학과,예체능
식품·생명·화학공학부(식품영양학전공),예체능
한방식품조리영양학부,예체능
한방식품영양학부,예체능
식품생명영양학과군,예체능
한방보건복지학부(대학) 식품영양학과,예체능
이공대학 식품영양학과,예체능
한방산업대학 식품영양학전공,예체능
바이오과학부 식품영양학전공,예체능
식품공학・영양학부,예체능
식품공학부(식품영양학전공),예체능
의료영양학전공,예체능
식품영양학과(이공대학),예체능
식품영양학과(보건복지대학),예체능
가정학과 식품영양학전공,예체능
생활과학부(식품영양학전공),예체능
식품조리・영양학전공,예체능
식품과학부 영양학전공,예체능
식품영양학전공 트랙,예체능
식품과학부(식품영양학전공),예체능
식품생명과학부(식품영양학전공),예체능
식품영양학,예체능
생활과학과 식품영양학전공,예체능
식품영양학부(식품영양학전공),예체능
생활과학부 식품영양학전공,예체능
건강돌봄디자인전공,의약
물리치료학과,의약
인간재활학과,의약
작업치료과,의약
작업치료학과,의약
재활공학과,의약
재활공학전공,의약
재활과학과,의약
재활과학학과군,의약
재활심리학과,의약
재활치료학과,의약
재활학과,의약
재활학부,의약
재활학전공,의약
특수재활전공,의약
동양대체요법학과,의약
운동재활전공,의약
인간재활학전공,의약
대체요법전공,의약
대체요법학과,의약
환경·미술치료학전공,의약
보건과학부(물리치료학전공),의약
한방미술치료전공,의약
상담ㆍ행동치료학과,의약
재활교육상담학과,의약
한방미술치료학과,의약
예술치료학과,의약
놀이치료학과,의약
예술치료전공,의약
복지예술치료학과,의약
한방재활학과,의약
재활언어치료학과,의약
언어치료・청각재활학부,의약
재활운동학전공,의약
작업치료학전공,의약
작업치료학과(주간),의약
재활건강학과,의약
운동재활복지학과,의약
재활승마학과,의약
상담치료학부,의약
언어재활심리학과,의약
재활퍼스널트레이닝학과,의약
호흡기치료학과,의약
작업치료학부,의약
통합예술치료학과,의약
재활퍼스널트레이닝학과(인문사회계열),의약
재활보건관리학과,의약
언어치료예술치료학과,의약
재활보건학전공,의약
언어치료·청각재활학과,의약
재활보건관리학과(인문),의약
치료특성화계열,의약
재활보건관리학과(자연),의약
치료・과학계열,의약
재활치료학부(언어치료학전공/심리재활학전공),의약
재활특수교육학과,의약
특수재활교육학과,의약
재활건강증진학과,의약
의료복지공학과,의약
미술치료・상담심리학과,의약
휴먼재활서비스학부,의약
언어재활상담전공,의약
스포츠재활복지학과,의약
청각언어치료전공,의약
언어재활상담학과,의약
헬스케어운동학과,의약
통합치유학과,의약
음악치료학과,의약
재활보건학과,의약
디아코니아학부(언어치료학전공),의약
"재활치료학부(언어치료학전공,심리상담학트랙)",의약
언어치료청각학전공,의약
건강요법학전공,인문
건강관리전공,인문
건강관리학과,인문
운동처방학과,인문
운동처방학전공,인문
전통건강요법학과,인문
건강과학전공,인문
헬스케어학부,인문
스포츠의학과,인문
헬스케어정보전공,인문
운동처방재활학과,인문
운동처방전공,인문
헬스케어정보공학전공,인문
"재활치료학부(특수체육학전공,스포츠재활전공)",인문
스포츠재활전공,인문
복지서비스학부 노인체육복지전공,인문
스포츠건강재활학과,인문
스포츠재활심리학과,인문
시니어운동처방학과,인문
국제스포츠학부 운동처방재활전공,인문
"재활치료학부(특수체육학트랙,스포츠재활트랙)",인문
약과학과,예체능
기초과정(약학대학),의약
생물의약전공,의약
생의생약학전공,의약
약학과,의약
약학대학,의약
약학부,의약
약학전공,의약
약학제약학과군,의약
위생제약학과,의약
제약과,의약
제약학과,의약
제약학전공,의약
생의학화학과,의약
자연과학대학 생의생약학전공,의약
제약화공전공,의약
제약재료전공,의약
산업약학과,의약
Pre-Pharm ・ Med 전공,의약
기초약학전공,의약
기초의치・약학전공,의약
분자의학및바이오제약학과,의약
약학과(6년제),의약
산업제약학과,의약
산업약학전공,의약
약학과(2+4학제),의약
제약학과(2+4학제),의약
약학과(2+4년제),의약
약학기본과정(2+4학제),의약
약재가공·환경학부,의약
한방시스템공학과,자연
한방생명자원학과,예체능
한방제약개발학과,예체능
한방제약공학과,예체능
한방제약과학과,예체능
한방바이오학과,예체능
한방보건제약학전공,예체능
